density,flow rate
0.852898048,0.086363775
,
0.067760845,0.250941838
,
0.298748019,0.332571268
,
0.865632724,0.079110557
,
0.300829612,0.334949449
,
0.508422937,0.256057088
,
0.782095403,0.123597633
,
0.579923711,0.225044891
,
0.44891785,0.282101449
,
0.079380885,0.272644779
0.9591761582366095,0.02527735351041101
0.2108426952294821,0.3469467965149031
0.6569948224547026,0.18704300730759338
0.2148604588401084,0.33898609359475323
0.29278329961105454,0.33213596672887036
0.4664997879011126,0.27413709967533473
0.7596169489997521,0.13657701038568
0.5853584450353063,0.2226464825636426
0.16316570874884534,0.3398237544793373
0.4736631208437154,0.27328132298805374
0.3579730771712328,0.3173962108483256
0.02013955985113234,0.09204337012748695
0.8922558054908762,0.06381477185247025
0.6446214568339897,0.19218907337934835
0.0191064024035828,0.08726746631940425
0.23517434479335309,0.3418199229617613
0.15901103842170142,0.3324005629612962
0.37017432259528926,0.3116241032471055
0.3088871271654604,0.3332489708535177
0.5707149492345576,0.22761067502262464
0.0377247796468608,0.17037090877257768
0.6691734050228283,0.18178115330576522
0.4639391726446591,0.27732196460809494
0.5812557027509484,0.22431572988944884
0.5098039886718663,0.2558900071803676
0.2901491353642344,0.33404790300206144
0.4864345494397687,0.26538126935312817
0.9941851545141244,0.003617673746355761
0.24562864796164832,0.343354108860822
0.16002618481077444,0.33388167663632173
0.5783657795278417,0.22449384411498524
0.12281785759690764,0.31473976961321887
0.40349219518422935,0.30223002786309167
0.6081418965359083,0.21004274349343385
0.45455157614986336,0.281078364839048
0.35057692735292734,0.31550244930528387
0.5240644276637603,0.2505381769499789
0.5421771830191582,0.24116767769654054
0.9471524365101713,0.03232745409073985
0.41321538039914096,0.29535386668825325
0.7741056162700766,0.12836833342902057
0.028041813762218586,0.12786137489573635
0.7668262488142779,0.13217650983444318
0.6622752701091924,0.1844576834687299
0.592052698476535,0.2171424332131063
0.21302048416791833,0.3382727008643986
0.21430540701550838,0.3433491382571403
0.404037204156135,0.29951105557942775
0.7125804693994132,0.15962322765410378
0.8526416581361062,0.08656209446446164
0.15986997818939244,0.3355488914255036
0.4685708139563675,0.27275964103132394
0.07865441122647612,0.26585136467420256
0.9648956725493375,0.021592742308292633
0.9847234644933986,0.009621566798360624
0.8384271910328697,0.09443698941973121
0.2275730184847509,0.3474712589959356
0.2470430255125358,0.34367372816157343
0.2868517511322051,0.3373295000331051
0.5715216536459045,0.2286735508100578
0.6770679107891464,0.17740151688490882
0.2176213107751638,0.3498735353158753
0.3382882308892293,0.3220600020734469
0.02554350646908446,0.11704459870022141
0.5996920410377696,0.2145532652619474
0.776355004254722,0.12613073930589416
0.5746742438561483,0.22582095981313902
0.1791963372700758,0.3401541663081143
0.19590675230100268,0.34867654414747346
0.033969755925977646,0.1536666920006193
0.44760088061987885,0.2828590545005738
0.3844601304819199,0.30408854368386895
0.31780449454331805,0.3297865503389428
0.4789846630377623,0.26923161731721507
0.30782383910106914,0.33244051243380235
0.13497372546211242,0.327784025037401
0.035602450319367276,0.16133183296026715
0.46307388599223615,0.27656781537921393
0.04016029817793393,0.17901121237049925
0.12906490246800692,0.32106266983355464
0.6460054596583241,0.1918768210783499
0.6627352402021758,0.18569202864302858
0.5272552858407781,0.24817534421761264
0.09138445006405595,0.2883040518360179
0.19707118125823944,0.34160465028236264
0.9068127386759484,0.05574155992323354
0.6385402082545713,0.19651882247317637
0.10275244871171028,0.29217456094042477
0.6221715689131145,0.20349067342511107
0.6188702142641019,0.20561696750116887
0.4362254318885619,0.28661197193729226
0.29915884212376315,0.33441985147839715
0.32231082881470163,0.3247986995520149
0.2508721682330359,0.3412791686416765
0.012221271312262319,0.05599208187261144
0.9171683062561274,0.04976010112982512
0.17958764334954855,0.3438295790712948
0.033685478200815806,0.1529096065729729
0.5080286259821395,0.2563425515946309
0.6282970687399613,0.19968442479876222
0.9220686147624496,0.04655164348405531
0.5286956584631896,0.24766099658102073
0.4202987150630411,0.2918616327359203
0.9628780148031267,0.02281345036841171
0.3423173272448753,0.3191237386383005
0.5531425482512594,0.23672222804767407
0.5134582559058631,0.2530865277359311
0.666843438513673,0.18295354406608955
0.2936702008110386,0.33573042421691396
0.4640679453832214,0.27465339483068807
0.12610594268843636,0.3217043996130118
0.2624904497084691,0.3393333463452882
0.852757497410559,0.08651119893103637
0.6101917409661287,0.20793813515621262
0.8650382617700799,0.07952133584886371
0.5372076542000597,0.24510201407422105
0.43882324333214684,0.2856812708306688
