0,0.20331874999999994
1,0.2054574999999999
2,0.20773750000000005
3,0.22497374999999978
4,0.25048375
5,0.26464625
6,0.25839874999999984
7,0.26209999999999983
8,0.24286000000000016
9,0.17219250000000044
10,0.25690625000000006
11,0.2690475000000003
12,0.21452749999999984
13,0.17803249999999995
14,0.23473124999999959
15,0.16028249999999983
16,0.21652999999999997
17,0.22234625000000025
18,0.23900749999999985
19,0.1717287500000001
0,0.19751000000000007
1,0.2281237500000002
2,0.2307187499999998
3,0.26677124999999957
4,0.19362375000000007
5,0.2669037500000001
6,0.2530749999999997
7,0.2616487499999998
8,0.23043000000000027
9,0.2510499999999998
10,0.2514575000000001
11,0.2583287500000002
12,0.24563625000000003
13,0.2556512500000003
14,0.25894625000000016
15,0.1909037500000002
16,0.15519874999999989
17,0.2527424999999998
18,0.25964875000000026
19,0.16023625000000027
1,0.20361624999999983
2,0.20763625000000033
3,0.18272500000000022
4,0.2635425
5,0.23880625000000008
6,0.26179124999999986
7,0.27110875000000045
8,0.256935
9,0.26657749999999975
10,0.25765875
11,0.18383499999999994
12,0.2027624999999997
13,0.26883625
14,0.1586887499999999
15,0.21542499999999998
16,0.2395749999999998
17,0.23732125000000015
18,0.1532212499999999
19,0.1527575000000002
20,0.24981625000000016
1,0.21213249999999992
2,0.20400875000000004
3,0.22760125
4,0.21736999999999962
5,0.2729587500000001
6,0.2621412499999999
7,0.2553449999999997
8,0.26527749999999944
9,0.1980250000000004
10,0.26741625
11,0.25673625000000033
12,0.1986674999999998
13,0.18625749999999974
14,0.1689637499999999
15,0.18264500000000006
16,0.18339375000000008
17,0.19159749999999998
18,0.2455987500000001
19,0.25580624999999985
20,0.2039412499999999
1,0.21213249999999992
2,0.20400875000000004
3,0.22760125
4,0.21736999999999962
5,0.2729587500000001
6,0.2621412499999999
7,0.2553449999999997
8,0.26527749999999944
9,0.1980250000000004
10,0.26741625
11,0.25673625000000033
12,0.1986674999999998
13,0.18625749999999974
14,0.1689637499999999
15,0.18264500000000006
16,0.18339375000000008
17,0.19159749999999998
18,0.2455987500000001
19,0.25580624999999985
20,0.2039412499999999
